100 1175
600 1410
1100 1301
1600 501
2100 514
2600 670
3100 311
3600 433
4100 397
4600 422
5100 400
5600 427
6100 617
6600 529
7100 967
7600 466
8100 424
8600 442
9100 500
9600 369
10100 515
10600 340
11100 369
11600 462
12100 518
12600 526
13100 544
13600 509
14100 446
14600 419
15100 502
15600 457
16100 454
16600 534
17100 1297
17600 538
18100 486
18600 429
19100 485
19600 329
20100 458
20600 456
21100 540
21600 477
22100 420
22600 356
23100 429
23600 321
24100 487
24600 802
25100 410
25600 393
26100 404
26600 486
27100 380
27600 419
28100 523
28600 356
29100 494
29600 585
30100 527
30600 366
31100 341
31600 367
32100 347
32600 584
33100 475
33600 441
34100 616
34600 546
35100 407
35600 481
36100 457
36600 545
37100 673
37600 438
38100 505
38600 431
39100 464
39600 499
40100 425
40600 594
41100 500
41600 703
42100 655
42600 582
43100 681
43600 664
44100 631
44600 570
45100 650
45600 501
46100 552
46600 645
47100 569
47600 442
48100 573
48600 550
49100 672
49600 947
50100 468
50600 502
51100 354
51600 433
52100 649
52600 538
53100 958
53600 782
54100 433
54600 398
55100 361
55600 521
56100 510
56600 382
57100 827
57600 491
58100 484
58600 541
59100 604
59600 2558
60100 451
60600 782
61100 470
61600 484
62100 549
62600 420
63100 661
63600 712
64100 494
64600 420
65100 437
65600 351
66100 491
66600 442
67100 615
67600 387
68100 456
68600 437
69100 1293
69600 715
70100 581
70600 409
71100 385
71600 365
72100 468
72600 414
73100 362
73600 424
74100 457
74600 428
75100 598
75600 436
76100 709
76600 663
77100 528
77600 413
78100 448
78600 726
79100 535
79600 425
80100 650
80600 613
81100 907
81600 585
82100 358
82600 914
83100 706
83600 1276
84100 680
84600 426
85100 376
85600 590
86100 590
86600 723
87100 599
87600 561
88100 561
88600 431
89100 486
89600 394
90100 561
90600 844
91100 588
91600 542
92100 722
92600 465
93100 510
93600 1041
94100 563
94600 352
95100 686
95600 365
96100 459
96600 700
97100 823
97600 393
98100 588
98600 585
99100 488
99600 617
100100 787
100600 485
101100 523
101600 515
102100 376
102600 342
103100 511
103600 445
104100 602
104600 445
105100 544
105600 675
106100 1098
106600 424
107100 409
107600 479
108100 569
108600 641
109100 407
109600 408
110100 572
110600 744
111100 375
111600 589
112100 427
112600 748
113100 554
113600 685
114100 933
114600 536
115100 406
115600 479
116100 658
116600 730
117100 751
117600 422
118100 393
118600 596
119100 700
119600 600
120100 518
120600 545
121100 1119
121600 468
122100 412
122600 853
123100 357
123600 595
124100 459
124600 658
125100 619
125600 822
126100 719
126600 640
127100 627
127600 679
128100 415
128600 743
129100 768
129600 745
130100 556
130600 753
131100 452
131600 427
132100 567
132600 963
133100 593
133600 364
134100 573
134600 668
135100 374
135600 813
136100 400
136600 465
137100 817
137600 414
138100 661
138600 380
139100 562
139600 447
140100 1238
140600 418
141100 800
141600 407
142100 491
142600 390
143100 742
143600 360
144100 928
144600 470
145100 396
145600 417
146100 414
146600 454
147100 443
147600 1102
148100 575
148600 882
149100 475
149600 559
150100 474
150600 693
151100 699
151600 832
152100 418
152600 523
153100 681
153600 1013
154100 675
154600 865
155100 456
155600 748
156100 620
156600 557
157100 665
157600 696
158100 485
158600 660
159100 489
159600 454
160100 623
160600 459
161100 781
161600 769
162100 485
162600 425
163100 400
163600 617
164100 582
164600 645
165100 649
165600 522
166100 692
166600 780
167100 551
167600 494
168100 649
168600 824
169100 388
169600 705
170100 913
170600 1152
171100 960
171600 529
172100 564
172600 382
173100 502
173600 393
174100 472
174600 456
175100 701
175600 1052
176100 1105
176600 693
177100 771
177600 474
178100 555
178600 554
179100 806
179600 646
180100 475
180600 463
181100 362
181600 410
182100 345
182600 757
183100 482
183600 469
184100 748
184600 711
185100 603
185600 866
186100 804
186600 3510
187100 433
187600 611
188100 789
188600 522
189100 1123
189600 480
190100 561
190600 638
191100 754
191600 632
192100 895
192600 420
193100 474
193600 369
194100 690
194600 772
195100 767
195600 599
196100 527
196600 634
197100 429
197600 404
198100 442
198600 466
199100 423
199600 2166
200100 483
200600 791
201100 498
201600 662
202100 726
202600 737
203100 510
203600 719
204100 795
204600 896
205100 449
205600 477
206100 657
206600 751
207100 499
207600 402
208100 1360
208600 529
209100 653
209600 443
210100 550
210600 663
211100 731
211600 1258
212100 693
212600 418
213100 531
213600 413
214100 736
214600 469
215100 384
215600 381
216100 537
216600 370
217100 916
217600 386
218100 408
218600 455
219100 1064
219600 673
220100 453
220600 771
221100 641
221600 458
222100 1085
222600 451
223100 377
223600 1073
224100 386
224600 1340
225100 417
225600 405
226100 826
226600 436
227100 1139
227600 809
228100 638
228600 412
229100 934
229600 770
230100 862
230600 797
231100 481
231600 526
232100 525
232600 776
233100 530
233600 443
234100 479
234600 466
235100 1676
235600 670
236100 460
236600 578
237100 861
237600 572
238100 1047
238600 514
239100 466
239600 405
240100 605
240600 631
241100 586
241600 560
242100 696
242600 449
243100 1227
243600 463
244100 705
244600 587
245100 435
245600 404
246100 885
246600 655
247100 640
247600 593
248100 377
248600 638
249100 701
249600 489
250100 700
250600 584
251100 701
251600 568
252100 431
252600 420
253100 398
253600 983
254100 422
254600 1139
255100 428
255600 751
256100 933
256600 1003
257100 891
257600 401
258100 802
258600 469
259100 535
259600 383
260100 647
260600 562
261100 491
261600 398
262100 993
262600 868
263100 666
263600 747
264100 780
264600 709
265100 787
265600 635
266100 498
266600 537
267100 750
267600 509
268100 745
268600 760
269100 801
269600 495
270100 488
270600 457
271100 463
271600 739
272100 692
272600 1066
273100 763
273600 688
274100 1035
274600 1195
275100 666
275600 614
276100 648
276600 555
277100 659
277600 419
278100 1041
278600 613
279100 473
279600 779
280100 572
280600 1623
281100 777
281600 880
282100 732
282600 679
283100 481
283600 660
284100 652
284600 394
285100 409
285600 511
286100 499
286600 512
287100 617
287600 357
288100 1427
288600 442
289100 875
289600 552
290100 1170
290600 847
291100 506
291600 972
292100 532
292600 411
293100 590
293600 720
294100 403
294600 769
295100 1061
295600 476
296100 491
296600 838
297100 798
297600 936
298100 499
298600 552
299100 583
299600 990
300100 404
300600 435
301100 819
301600 576
302100 652
302600 582
303100 730
303600 1042
304100 518
304600 798
305100 996
305600 965
306100 710
306600 365
307100 437
307600 451
308100 539
308600 514
309100 768
309600 629
310100 618
310600 383
311100 532
311600 536
312100 773
312600 1134
313100 636
313600 439
314100 735
314600 1353
315100 513
315600 396
316100 562
316600 720
317100 587
317600 584
318100 484
318600 387
319100 723
319600 537
320100 812
320600 541
321100 505
321600 467
322100 671
322600 493
323100 600
323600 580
324100 422
324600 451
325100 840
325600 437
326100 1254
326600 432
327100 593
327600 702
328100 524
328600 790
329100 1502
329600 774
330100 447
330600 1024
331100 950
331600 486
332100 1192
332600 475
333100 448
333600 909
334100 714
334600 1006
335100 678
335600 769
336100 389
336600 609
337100 521
337600 1064
338100 598
338600 690
339100 697
339600 594
340100 569
340600 621
341100 444
341600 412
342100 516
342600 513
343100 510
343600 1016
344100 616
344600 823
345100 447
345600 560
346100 460
346600 808
347100 433
347600 462
348100 456
348600 526
349100 561
349600 1054
350100 719
350600 835
351100 898
351600 1347
352100 469
352600 501
353100 1498
353600 918
354100 886
354600 892
355100 537
355600 411
356100 499
356600 688
357100 632
357600 437
358100 570
358600 990
359100 3087
359600 1043
360100 790
360600 479
361100 769
361600 809
362100 451
362600 810
363100 709
363600 788
364100 743
364600 469
365100 415
365600 633
366100 759
366600 591
367100 806
367600 976
368100 621
368600 412
369100 972
369600 471
370100 569
370600 769
371100 606
371600 706
372100 429
372600 879
373100 1526
373600 495
374100 627
374600 513
375100 470
375600 736
376100 916
376600 717
377100 605
377600 696
378100 548
378600 429
379100 755
379600 1187
380100 917
380600 648
381100 990
381600 431
382100 753
382600 751
383100 825
383600 639
384100 775
384600 904
385100 925
385600 780
386100 457
386600 800
387100 937
387600 487
388100 718
388600 775
389100 399
389600 547
390100 470
390600 1297
391100 826
391600 462
392100 893
392600 392
393100 627
393600 891
394100 586
394600 731
395100 715
395600 405
396100 946
396600 597
397100 403
397600 769
398100 732
398600 546
399100 399
399600 498
400100 700
400600 641
401100 1033
401600 1227
402100 703
402600 619
403100 694
403600 541
404100 633
404600 589
405100 482
405600 421
406100 510
406600 800
407100 603
407600 864
408100 931
408600 878
409100 451
409600 1251
410100 417
410600 1176
411100 1117
411600 472
412100 512
412600 1184
413100 732
413600 429
414100 904
414600 863
415100 747
415600 789
416100 832
416600 424
417100 392
417600 732
418100 1178
418600 625
419100 525
419600 492
420100 650
420600 526
421100 799
421600 787
422100 1525
422600 582
423100 1093
423600 757
424100 1092
424600 444
425100 469
425600 850
426100 479
426600 375
427100 1031
427600 940
428100 789
428600 781
429100 791
429600 859
430100 806
430600 1125
431100 950
431600 828
432100 1050
432600 849
433100 632
433600 806
434100 1057
434600 1730
435100 935
435600 998
436100 783
436600 772
437100 1329
437600 696
438100 1004
438600 788
439100 712
439600 835
440100 858
440600 740
441100 719
441600 1123
442100 856
442600 905
443100 1031
443600 1241
444100 761
444600 1103
445100 1244
445600 997
446100 595
446600 565
447100 1585
447600 738
448100 539
448600 554
449100 735
449600 919
450100 495
450600 567
451100 975
451600 969
452100 546
452600 1077
453100 1581
453600 941
454100 853
454600 511
455100 699
455600 1111
456100 624
456600 444
457100 967
457600 434
458100 457
458600 805
459100 465
459600 514
460100 1119
460600 842
461100 772
461600 488
462100 536
462600 672
463100 552
463600 718
464100 781
464600 474
465100 575
465600 531
466100 1079
466600 505
467100 760
467600 545
468100 951
468600 756
469100 758
469600 626
470100 548
470600 426
471100 728
471600 1360
472100 929
472600 1441
473100 1260
473600 507
474100 670
474600 706
475100 914
475600 511
476100 441
476600 597
477100 469
477600 444
478100 429
478600 884
479100 415
479600 406
480100 701
480600 499
481100 851
481600 1021
482100 719
482600 457
483100 484
483600 575
484100 916
484600 1284
485100 691
485600 727
486100 795
486600 1007
487100 1199
487600 576
488100 509
488600 773
489100 511
489600 545
490100 527
490600 752
491100 785
491600 828
492100 850
492600 934
493100 600
493600 1025
494100 1006
494600 576
495100 600
495600 717
496100 596
496600 835
497100 1047
497600 514
498100 826
498600 844
499100 374
499600 992
500100 533
500600 1198
501100 806
501600 872
502100 571
502600 610
503100 439
503600 945
504100 477
504600 1521
505100 433
505600 786
506100 416
506600 473
507100 613
507600 415
508100 759
508600 1280
509100 506
509600 1284
510100 421
510600 976
511100 539
511600 512
512100 604
512600 947
513100 487
513600 892
514100 573
514600 749
515100 1143
515600 1133
516100 735
516600 629
517100 594
517600 1055
518100 861
518600 794
519100 948
519600 556
520100 1002
520600 756
521100 808
521600 757
522100 593
522600 835
523100 487
523600 630
524100 400
524600 781
525100 755
525600 764
526100 758
526600 880
527100 408
527600 1089
528100 903
528600 747
529100 641
529600 871
530100 612
530600 464
531100 761
531600 787
532100 612
532600 613
533100 1076
533600 1818
534100 735
534600 787
535100 670
535600 403
536100 4283
536600 576
537100 614
537600 490
538100 774
538600 1018
539100 847
539600 688
540100 895
540600 671
541100 742
541600 729
542100 728
542600 806
543100 887
543600 411
544100 828
544600 458
545100 856
545600 790
546100 1196
546600 748
547100 914
547600 880
548100 703
548600 622
549100 808
549600 493
550100 804
550600 613
551100 586
551600 960
552100 467
552600 563
553100 1214
553600 510
554100 594
554600 588
555100 735
555600 649
556100 529
556600 760
557100 781
557600 451
558100 1243
558600 1054
559100 773
559600 879
560100 884
560600 637
561100 561
561600 522
562100 629
562600 505
563100 453
563600 517
564100 691
564600 633
565100 1032
565600 783
566100 922
566600 703
567100 446
567600 462
568100 520
568600 646
569100 480
569600 824
570100 1055
570600 903
571100 1083
571600 592
572100 755
572600 759
573100 697
573600 978
574100 980
574600 712
575100 1205
575600 546
576100 545
576600 1040
577100 773
577600 735
578100 653
578600 884
579100 436
579600 726
580100 671
580600 1026
581100 556
581600 548
582100 1445
582600 1964
583100 596
583600 466
584100 631
584600 538
585100 742
585600 646
586100 912
586600 670
587100 784
587600 760
588100 818
588600 1152
589100 993
589600 457
590100 479
590600 1055
591100 1000
591600 596
592100 688
592600 1126
593100 699
593600 630
594100 980
594600 1289
595100 1580
595600 449
596100 842
596600 1018
597100 481
597600 656
598100 604
598600 638
599100 478
599600 463
600100 1056
600600 690
601100 809
601600 600
602100 636
602600 799
603100 602
603600 980
604100 410
604600 760
605100 935
605600 430
606100 514
606600 1070
607100 723
607600 710
608100 963
608600 1051
609100 595
609600 807
610100 773
610600 567
611100 876
611600 1720
612100 1007
612600 1407
613100 735
613600 590
614100 658
614600 1348
615100 474
615600 606
616100 756
616600 665
617100 893
617600 811
618100 749
618600 632
619100 859
619600 501
620100 840
620600 648
621100 668
621600 727
622100 517
622600 509
623100 1315
623600 605
624100 652
624600 665
625100 843
625600 843
626100 734
626600 729
627100 714
627600 771
628100 1063
628600 417
629100 517
629600 592
630100 474
630600 852
631100 738
631600 835
632100 684
632600 463
633100 496
633600 496
634100 460
634600 585
635100 744
635600 667
636100 509
636600 509
637100 1123
637600 829
638100 720
638600 506
639100 445
639600 468
640100 1020
640600 1139
641100 815
641600 953
642100 479
642600 828
643100 520
643600 627
644100 620
644600 511
645100 644
645600 924
646100 399
646600 964
647100 598
647600 948
648100 546
648600 458
649100 971
649600 683
650100 485
650600 629
651100 556
651600 1252
652100 748
652600 847
653100 1167
653600 967
654100 1433
654600 1099
655100 428
655600 945
656100 847
656600 511
657100 815
657600 899
658100 753
658600 763
659100 1017
659600 674
660100 564
660600 1465
661100 807
661600 725
662100 750
662600 981
663100 833
663600 1041
664100 657
664600 602
665100 650
665600 535
666100 1048
666600 668
667100 1101
667600 419
668100 521
668600 953
669100 581
669600 799
670100 572
670600 1000
671100 575
671600 861
672100 496
672600 737
673100 738
673600 553
674100 933
674600 904
675100 477
675600 1123
676100 748
676600 1097
677100 514
677600 714
678100 1022
678600 695
679100 1205
679600 425
680100 522
680600 439
681100 1198
681600 696
682100 643
682600 1043
683100 613
683600 659
684100 946
684600 461
685100 1034
685600 1516
686100 1058
686600 563
687100 1100
687600 1427
688100 583
688600 967
689100 1092
689600 498
690100 497
690600 643
691100 865
691600 628
692100 1019
692600 503
693100 549
693600 789
694100 560
694600 474
695100 489
695600 522
696100 1279
696600 433
697100 802
697600 664
698100 1153
698600 578
699100 970
699600 998
700100 606
700600 488
701100 802
701600 510
702100 829
702600 959
703100 717
703600 1050
704100 754
704600 451
705100 713
705600 810
706100 524
706600 1052
707100 773
707600 612
708100 824
708600 1018
709100 1438
709600 543
710100 449
710600 689
711100 791
711600 765
712100 1221
712600 2052
713100 583
713600 581
714100 813
714600 594
715100 678
715600 650
716100 712
716600 634
717100 695
717600 781
718100 2760
718600 573
719100 1046
719600 498
720100 627
720600 750
721100 582
721600 560
722100 458
722600 768
723100 894
723600 610
724100 837
724600 1161
725100 710
725600 1305
726100 877
726600 556
727100 1067
727600 578
728100 1254
728600 889
729100 1359
729600 589
730100 758
730600 1365
731100 542
731600 474
732100 720
732600 493
733100 603
733600 684
734100 1752
734600 627
735100 1117
735600 1051
736100 833
736600 729
737100 513
737600 494
738100 863
738600 737
739100 896
739600 699
740100 806
740600 1333
741100 880
741600 627
742100 879
742600 440
743100 524
743600 934
744100 539
744600 516
745100 623
745600 883
746100 1085
746600 766
747100 1207
747600 446
748100 427
748600 585
749100 457
749600 1178
750100 821
750600 656
751100 886
751600 555
752100 1103
752600 621
753100 801
753600 661
754100 861
754600 563
755100 650
755600 690
756100 555
756600 988
757100 772
757600 602
758100 1225
758600 577
759100 764
759600 558
760100 631
760600 632
761100 466
761600 907
762100 650
762600 406
763100 628
763600 598
764100 480
764600 716
765100 667
765600 597
766100 674
766600 614
767100 776
767600 479
768100 1554
768600 1049
769100 658
769600 1207
770100 487
770600 544
771100 1076
771600 460
772100 713
772600 1222
773100 1119
773600 1450
774100 516
774600 458
775100 569
775600 554
776100 1348
776600 702
777100 791
777600 537
778100 743
778600 658
779100 600
779600 1090
780100 457
780600 831
781100 754
781600 637
782100 1117
782600 565
783100 640
783600 969
784100 1312
784600 1098
785100 700
785600 913
786100 733
786600 674
787100 585
787600 581
788100 621
788600 637
789100 928
789600 961
790100 746
790600 546
791100 463
791600 679
792100 608
792600 901
793100 534
793600 1238
794100 936
794600 1598
795100 690
795600 859
796100 735
796600 549
797100 875
797600 1057
798100 750
798600 912
799100 555
799600 1211
800100 657
800600 859
801100 838
801600 909
802100 750
802600 473
803100 774
803600 480
804100 646
804600 735
805100 949
805600 1223
806100 983
806600 681
807100 921
807600 1029
808100 660
808600 628
809100 888
809600 706
810100 754
810600 956
811100 1134
811600 615
812100 923
812600 911
813100 535
813600 611
814100 738
814600 825
815100 471
815600 1164
816100 1356
816600 578
817100 755
817600 966
818100 490
818600 1334
819100 473
819600 491
820100 1021
820600 752
821100 1092
821600 1086
822100 689
822600 929
823100 510
823600 739
824100 926
824600 584
825100 541
825600 441
826100 506
826600 1083
827100 1155
827600 678
828100 954
828600 785
829100 602
829600 951
830100 552
830600 520
831100 676
831600 1075
832100 602
832600 1119
833100 995
833600 888
834100 754
834600 1041
835100 728
835600 829
836100 571
836600 520
837100 1253
837600 447
838100 652
838600 679
839100 498
839600 469
840100 819
840600 579
841100 759
841600 1555
842100 838
842600 711
843100 1893
843600 748
844100 865
844600 603
845100 557
845600 506
846100 650
846600 612
847100 517
847600 733
848100 833
848600 1014
849100 1546
849600 531
850100 822
850600 498
851100 941
851600 1099
852100 1186
852600 499
853100 814
853600 441
854100 468
854600 891
855100 887
855600 1332
856100 771
856600 508
857100 467
857600 884
858100 771
858600 482
859100 1076
859600 543
860100 935
860600 1005
861100 863
861600 863
862100 843
862600 1042
863100 704
863600 747
864100 1239
864600 573
865100 616
865600 733
866100 949
866600 732
867100 958
867600 596
868100 786
868600 745
869100 813
869600 870
870100 528
870600 913
871100 519
871600 774
872100 824
872600 514
873100 842
873600 1023
874100 587
874600 1042
875100 860
875600 796
876100 876
876600 647
877100 661
877600 473
878100 1092
878600 1381
879100 763
879600 659
880100 980
880600 550
881100 978
881600 682
882100 692
882600 553
883100 1208
